  240,19970101,    0
  240,19970102,    0
  240,19970103,    0
  240,19970104,    0
  240,19970105,    0
  240,19970106,   -1
  240,19970107,   -1
  240,19970108,   -1
  240,19970109,   -1
  240,19970110,   -1
  240,19970111,    0
  240,19970112,   -1
  240,19970113,    0
  240,19970114,    0
  240,19970115,    0
  240,19970116,    0
  240,19970117,   -1
  240,19970118,   -1
  240,19970119,   22
  240,19970120,   -1
  240,19970121,    0
  240,19970122,    0
  240,19970123,   -1
  240,19970124,   17
  240,19970125,    0
  240,19970126,   -1
  240,19970127,    3
  240,19970128,   -1
  240,19970129,    0
  240,19970130,   -1
  240,19970131,   -1
  240,19970201,    0
  240,19970202,    7
  240,19970203,    0
  240,19970204,   84
  240,19970205,   13
  240,19970206,    0
  240,19970207,   31
  240,19970208,    0
  240,19970209,    2
  240,19970210,   42
  240,19970211,   27
  240,19970212,  131
  240,19970213,   85
  240,19970214,    0
  240,19970215,    0
  240,19970216,    4
  240,19970217,   38
  240,19970218,   98
  240,19970219,   32
  240,19970220,    3
  240,19970221,   -1
  240,19970222,    0
  240,19970223,    0
  240,19970224,   62
  240,19970225,   21
  240,19970226,   38
  240,19970227,    0
  240,19970228,    9
  240,19970301,    0
  240,19970302,   14
  240,19970303,    0
  240,19970304,   -1
  240,19970305,    0
  240,19970306,   25
  240,19970307,    0
  240,19970308,    0
  240,19970309,    0
  240,19970310,    0
  240,19970311,    0
  240,19970312,    0
  240,19970313,    0
  240,19970314,    5
  240,19970315,    2
  240,19970316,   -1
  240,19970317,    0
  240,19970318,   57
  240,19970319,   39
  240,19970320,   -1
  240,19970321,    5
  240,19970322,    0
  240,19970323,   23
  240,19970324,    7
  240,19970325,   12
  240,19970326,   32
  240,19970327,   -1
  240,19970328,    4
  240,19970329,    2
  240,19970330,    0
  240,19970331,    0
  240,19970401,    0
  240,19970402,    0
  240,19970403,   -1
  240,19970404,    1
  240,19970405,   67
  240,19970406,    0
  240,19970407,    0
  240,19970408,    0
  240,19970409,    0
  240,19970410,    0
  240,19970411,   -1
  240,19970412,   11
  240,19970413,    0
  240,19970414,   -1
  240,19970415,   -1
  240,19970416,    4
  240,19970417,    0
  240,19970418,   -1
  240,19970419,    0
  240,19970420,    0
  240,19970421,    2
  240,19970422,    0
  240,19970423,    0
  240,19970424,    0
  240,19970425,   23
  240,19970426,   10
  240,19970427,    1
  240,19970428,  121
  240,19970429,   20
  240,19970430,    0
  240,19970501,    0
  240,19970502,    0
  240,19970503,    0
  240,19970504,   25
  240,19970505,   75
  240,19970506,   67
  240,19970507,   10
  240,19970508,   14
  240,19970509,   35
  240,19970510,  128
  240,19970511,   80
  240,19970512,   -1
  240,19970513,    0
  240,19970514,   71
  240,19970515,    0
  240,19970516,    4
  240,19970517,    3
  240,19970518,   47
  240,19970519,   13
  240,19970520,   50
  240,19970521,   69
  240,19970522,    2
  240,19970523,    0
  240,19970524,    0
  240,19970525,    0
  240,19970526,   -1
  240,19970527,   -1
  240,19970528,    0
  240,19970529,    0
  240,19970530,    0
  240,19970531,    0
  240,19970601,    0
  240,19970602,    0
  240,19970603,    0
  240,19970604,    0
  240,19970605,    0
  240,19970606,    0
  240,19970607,   98
  240,19970608,   14
  240,19970609,    0
  240,19970610,    0
  240,19970611,   41
  240,19970612,   -1
  240,19970613,    0
  240,19970614,   -1
  240,19970615,   -1
  240,19970616,    0
  240,19970617,    0
  240,19970618,    0
  240,19970619,   15
  240,19970620,   55
  240,19970621,   89
  240,19970622,   13
  240,19970623,   60
  240,19970624,   -1
  240,19970625,   21
  240,19970626,   48
  240,19970627,   93
  240,19970628,    2
  240,19970629,  238
  240,19970630,   19
  240,19970701,   25
  240,19970702,   24
  240,19970703,    3
  240,19970704,   -1
  240,19970705,   -1
  240,19970706,   15
  240,19970707,    0
  240,19970708,    0
  240,19970709,    0
  240,19970710,    0
  240,19970711,    0
  240,19970712,    0
  240,19970713,    0
  240,19970714,    0
  240,19970715,  101
  240,19970716,    6
  240,19970717,   25
  240,19970718,   60
  240,19970719,   -1
  240,19970720,   -1
  240,19970721,  143
  240,19970722,  178
  240,19970723,    0
  240,19970724,    5
  240,19970725,   28
  240,19970726,    6
  240,19970727,    2
  240,19970728,    0
  240,19970729,    0
  240,19970730,    2
  240,19970731,   11
  240,19970801,   52
  240,19970802,   -1
  240,19970803,   -1
  240,19970804,    0
  240,19970805,    0
  240,19970806,    0
  240,19970807,    0
  240,19970808,    0
  240,19970809,    0
  240,19970810,    0
  240,19970811,    0
  240,19970812,    0
  240,19970813,    0
  240,19970814,    0
  240,19970815,    0
  240,19970816,    0
  240,19970817,    0
  240,19970818,    0
  240,19970819,    0
  240,19970820,    0
  240,19970821,    0
  240,19970822,   36
  240,19970823,    6
  240,19970824,   -1
  240,19970825,   63
  240,19970826,   48
  240,19970827,  153
  240,19970828,   53
  240,19970829,   77
  240,19970830,   39
  240,19970831,    0
  240,19970901,   67
  240,19970902,   32
  240,19970903,   -1
  240,19970904,    4
  240,19970905,    0
  240,19970906,   33
  240,19970907,   85
  240,19970908,    0
  240,19970909,   -1
  240,19970910,    0
  240,19970911,    0
  240,19970912,   70
  240,19970913,   28
  240,19970914,    8
  240,19970915,    0
  240,19970916,    0
  240,19970917,    0
  240,19970918,    0
  240,19970919,   -1
  240,19970920,    0
  240,19970921,    0
  240,19970922,    0
  240,19970923,    0
  240,19970924,    0
  240,19970925,    0
  240,19970926,    0
  240,19970927,    0
  240,19970928,    0
  240,19970929,   -1
  240,19970930,   55
  240,19971001,   54
  240,19971002,   -1
  240,19971003,   -1
  240,19971004,    0
  240,19971005,    0
  240,19971006,   -1
  240,19971007,  125
  240,19971008,  169
  240,19971009,  140
  240,19971010,  175
  240,19971011,   26
  240,19971012,   18
  240,19971013,   65
  240,19971014,   78
  240,19971015,   77
  240,19971016,   -1
  240,19971017,   -1
  240,19971018,    0
  240,19971019,    0
